ruta,tamano_bytes,motivo
"Proyecto Host IA 3.0/PIPELINES/pipeline_analizador_inteligente_produccion.py",1264,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_analizador_inteligente_stock.py",1212,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_analizador_lenguaje_natural.py",1209,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_aprendizaje_relacion_proveedor.py",2795,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_asignador_recursos_produccion.py",1269,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_asistente_conversacional.py",2497,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_asistente_importacion_excel.py",2395,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_asistente_inteligente_host_ai_308.py",1365,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_auditoria_importaciones_universales.py",1630,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_auditoria_tecnica_host_ai_351.py",1391,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_automatizador_inteligente_308.py",1442,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_base_actualizacion_precios_factura.py",1589,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_base_actualizacion_stock_factura.py",1555,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_base_importador_universal_facturas.py",1608,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_base_lineas_factura.py",1838,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_base_ocr_documentos.py",1453,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_base_relacion_articulos_factura.py",1871,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_buscador_articulos_parecidos.py",2066,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_cierre_escandallos_inteligentes.py",1275,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_cierre_gestion_inteligente_stock.py",1195,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_cierre_ia_conversacional_308.py",1159,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_cierre_importador_universal.py",1209,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_cierre_inteligencia_compras.py",1214,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_cierre_inteligente_produccion.py",1314,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_comparador_historico_escandallos.py",1289,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_comparador_inteligente_proveedores.py",1506,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_comparador_proveedores_precios.py",1478,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_compras.py",3323,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_conflictos_excel.py",1960,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_control_ejecucion_produccion.py",1255,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_control_inteligente_movimientos_stock.py",1199,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_costes.py",4705,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_detector_anomalias_compras.py",1176,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_detector_campos_linea_factura.py",1524,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_detector_excel.py",2191,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_ejecutor_importador_universal_facturas.py",1821,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_escandallos.py",3380,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_evento.py",2371,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_evento_api.py",5279,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_excel.py",1953,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_generador_inteligente_respuestas.py",1326,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_historico_inteligente_precios.py",2069,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_historico_inteligente_stock.py",2060,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_ia_culinaria.py",3615,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_importador_articulos_excel.py",2451,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_importador_escandallos_excel.py",1957,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_importador_inventario_excel.py",2632,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_lector_completo_lineas_factura.py",2552,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_lector_facturas_con_ocr.py",1725,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_mapeador_columnas_excel.py",2310,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_memoria_conversacional_308.py",1742,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_alertas_escandallos.py",1177,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_alertas_produccion.py",1232,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_alertas_stock.py",1321,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_conversacional_308.py",1728,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_inteligente_pedidos.py",1603,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_ocr_simulado.py",1502,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_optimizacion_carta.py",1255,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_motor_recomendaciones_compras.py",1021,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_optimizador_inteligente_produccion.py",1302,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_optimizador_inteligente_recetas.py",1286,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_optimizador_stock.py",1170,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_parser_lineas_factura.py",1994,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_pdf_facturas.py",2262,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_persistencia.py",1513,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_planificador_inteligente_produccion.py",1319,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_prediccion_inteligente_precios.py",1508,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_prediccion_inteligente_rentabilidad.py",1270,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_prediccion_necesidades_stock.py",1260,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_prediccion_roturas_stock.py",1491,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_produccion_completa.py",1855,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_produccion_real.py",3074,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_proveedores_pdf.py",2218,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_reconciliador_inteligente_stock.py",1239,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_reconciliador_stock_factura.py",1525,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_relacionador_automatico_articulos_factura.py",3491,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_replanificador_inteligente_produccion.py",1315,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_resumen_ejecutivo_importaciones.py",1179,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_selector_inteligente_motores.py",1367,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_simulador_costes_escandallos.py",1195,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_stock.py",3392,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_stock_por_ubicaciones.py",1629,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_validador_corrector_ocr.py",1461,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_validador_lineas_factura.py",2696,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/pipeline_validador_relaciones_articulos_factura.py",2273,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/PIPELINES/__init__.py",0,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0.7.3_3.0.7.4.md",534,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0.7.5_3.0.7.6.md",515,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0.7.7_3.0.7.8.md",603,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0.8.1_3.0.8.2.md",459,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0.8.3_3.0.8.4.md",530,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0.8.5_3.0.8.6.md",807,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0.8.7_3.0.8.8.md",595,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.0_STABLE_CANDIDATE.md",331,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/CHANGELOG_HOST_AI_3.5.1.md",721,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/demo_host_ai_3.py",1179,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/HOST_AI_3_0_STABLE_CANDIDATE.md",628,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/Proyecto Host IA 3.0/main.py",293,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/actualizador_inteligente_precios_factura.py",6578,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/actualizador_inteligente_stock_factura.py",7381,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/alertas_inteligentes_precios.py",5839,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/alertas_inteligentes_stock.py",6333,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/analizador_inteligente_compras.py",3843,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/analizador_inteligente_escandallos.py",9757,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/analizador_inteligente_produccion.py",6901,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/analizador_inteligente_stock.py",5936,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/analizador_lenguaje_natural.py",4735,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/aprendizaje_relacion_proveedor.py",6221,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/asignador_recursos_produccion.py",4851,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/asistente_importacion_excel.py",12189,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/asistente_inteligente_host_ai_308.py",8124,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/auditoria_importaciones_universales.py",4366,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/auditoria_tecnica_host_ai_351.py",10640,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/automatizador_inteligente_308.py",5198,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/base_actualizacion_precios_factura.py",4395,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/base_actualizacion_stock_factura.py",3887,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/base_datos_local.py",3658,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/base_importador_universal_facturas.py",5561,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/base_lineas_factura.py",2807,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/base_ocr_documentos.py",4867,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/base_relacion_articulos_factura.py",3688,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/buscador_articulos_parecidos.py",7585,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/cierre_escandallos_inteligentes.py",7682,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/cierre_gestion_inteligente_stock.py",5216,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/cierre_ia_conversacional_308.py",4401,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/cierre_importador_universal.py",4245,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/cierre_inteligencia_compras.py",4519,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/cierre_inteligente_produccion.py",10422,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/cierre_recepcion_mercancia_446.py",12441,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/comparador_historico_escandallos.py",6768,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/comparador_inteligente_proveedores.py",5212,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/comparador_pedido_recepcion_445.py",18557,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/comparador_proveedores_precios.py",3484,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/control_ejecucion_produccion.py",6162,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/control_inteligente_movimientos_stock.py",4471,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/detector_anomalias_compras.py",13542,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/detector_campos_linea_factura.py",6313,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/detector_documentos_excel.py",9689,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/detector_proveedores_pdf.py",9295,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/ejecutor_importador_universal_facturas.py",4405,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/generador_inteligente_respuestas.py",3946,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/gestor_pendientes_recepcion_444.py",8507,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/historico_inteligente_precios.py",5255,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/historico_inteligente_stock.py",5976,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/importador_articulos_excel.py",9184,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/importador_escandallos_excel.py",8831,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/importador_inventario_excel.py",12815,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/lector_completo_lineas_factura.py",4470,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/lector_excel.py",7064,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/lector_facturas_con_ocr.py",4544,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/lector_facturas_mercancia_449.py",5554,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/lector_fotos_albaranes_448.py",4622,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/lector_pdf_albaranes_447.py",6106,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/lector_pdf_facturas.py",7842,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/mapeador_columnas_excel.py",9930,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/memoria_conversacional_308.py",5576,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_alertas_escandallos.py",5072,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_alertas_produccion.py",5399,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_alertas_stock.py",5538,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_conversacional_308.py",4819,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_inteligente_pedidos.py",7801,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_ocr_simulado.py",3654,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_optimizacion_carta.py",12392,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/motor_recomendaciones_compras.py",2156,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/optimizador_inteligente_produccion.py",12726,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/optimizador_inteligente_recetas.py",6518,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/optimizador_stock.py",5592,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/parser_lineas_factura.py",8816,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/planificador_inteligente_produccion.py",7259,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/prediccion_inteligente_precios.py",5252,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/prediccion_inteligente_rentabilidad.py",6703,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/prediccion_necesidades_stock.py",7748,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/prediccion_roturas_stock.py",4148,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/recepcion_automatica_4410.py",9626,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/reconciliador_inteligente_stock.py",5673,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/reconciliador_stock_factura.py",4123,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/relacionador_automatico_articulos_factura.py",9471,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/replanificador_inteligente_produccion.py",6568,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/resolutor_conflictos_excel.py",14977,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/resumen_ejecutivo_importaciones.py",3865,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/selector_inteligente_motores.py",4420,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/simulador_costes_escandallos.py",6515,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/stock_por_ubicaciones.py",7636,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/validador_corrector_ocr.py",3464,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/validador_lineas_factura.py",8711,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/validador_relaciones_articulos_factura.py",4772,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/SERVICIOS/__init__.py",0,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_4410_recepcion_automatica.py",3748,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_445_comparador_pedido_recepcion.py",3004,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_446_cierre_recepcion_mercancia.py",4251,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_447_lector_pdf_albaranes.py",1633,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_448_lector_fotos_albaranes.py",1376,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_449_lector_facturas_mercancia.py",1932,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_actualizador_inteligente_precios_factura.py",2198,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_actualizador_inteligente_stock_factura.py",1990,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_alertas_inteligentes_precios.py",1859,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_alertas_inteligentes_stock.py",1818,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_compras.py",2407,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_escandallos.py",1640,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_produccion.py",1410,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_analizador_inteligente_stock.py",1544,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_analizador_lenguaje_natural.py",943,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_app_base_ejecutable.py",1660,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_aprendizaje_relacion_proveedor.py",2561,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_asignador_recursos_produccion.py",1396,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_asistente_conversacional.py",3119,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_asistente_importacion_excel.py",3738,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_asistente_inteligente_host_ai_308.py",996,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_auditoria_importaciones_universales.py",2375,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_auditoria_tecnica_host_ai_351.py",986,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_automatizador_inteligente_308.py",1327,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_base_actualizacion_precios_factura.py",1859,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_base_actualizacion_stock_factura.py",1812,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_base_datos_local.py",2109,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_base_importador_universal_facturas.py",2372,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_base_ocr_documentos.py",1785,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_buscador_articulos_parecidos.py",2642,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_cierre_escandallos_inteligentes.py",2262,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_cierre_gestion_inteligente_stock.py",1493,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_cierre_ia_conversacional_308.py",861,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_cierre_importador_universal.py",1339,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_cierre_inteligencia_compras.py",2102,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_cierre_inteligente_produccion.py",1408,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_comparador_historico_escandallos.py",2102,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_comparador_inteligente_proveedores.py",1261,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_comparador_proveedores_precios.py",1993,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_control_ejecucion_produccion.py",1954,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_control_inteligente_movimientos_stock.py",1592,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_detector_anomalias_compras.py",3235,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_detector_campos_linea_factura.py",1792,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_detector_documentos_excel.py",3068,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_detector_proveedores_pdf.py",2437,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_ejecutor_importador_universal_facturas.py",2475,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072.py",1563,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072_3073_3074.py",2712,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072_3073_3074_3075_3076.py",2815,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_escandallos_inteligentes_3071_3072_3073_3074_3075_3076_3077_3078.py",3621,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_generador_inteligente_respuestas.py",1215,"copia_anidada_del_proyecto"
"Proyecto Host IA 3.0/TESTS/test_gestion_inteligente_stock_3051_3052.py",1620,"copia_anidada_del_proyecto"
